country,iso3c,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nigeria,NGA,40700,43700,48000,46500,36200,36800,40600,43300,39300,41800,77200,87800,95700,104000,107000,107000,100000,96200,96900,77400,92500,96100,98600,97900,96000,113000,118000,121000,133134.6333,138138.5293,141982.9293,145405.2916
Norway,NOR,36100,34400,35400,36900,38800,39400,42500,42600,43000,43700,43200,44600,43800,45100,45500,44700,45200,47000,46000,44500,46900,46200,45800,45700,45600,46000,45200,44500,46058.29526,46343.16221,46592.66757,46895.65491
Gaza Strip,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,12400,12800,13200,14600,16400,17100,16300,16700,17800,22000,23200,21600,26700,33500,29100,31100,41700,46100,45700,44600,51700,58400,63500,65800,65800,68800,69700,69400,76151.63726,77965.45889,81213.32982,84746.16211
Pakistan,PAK,71600,71200,75700,81600,88400,87900,98000,98200,102000,105000,111000,113000,119000,127000,139000,144000,152000,165000,166000,166000,168000,169000,170000,172000,175000,183000,200000,213000,217269.3318,222930.8797,226226.8139,231022.1238
Panama,PAN,2770,3250,4250,3930,4320,2970,4610,5620,5930,5650,5750,6980,5840,6110,5750,6780,7310,7130,7220,8460,9040,9940,9890,10500,8590,10600,11000,10900,11642.37277,12080.38539,12618.28484,12252.82774
Papua New Guinea,PNG,2190,2120,2110,2050,2240,2110,2240,2670,3620,2620,3010,3400,3730,4160,4770,5070,5150,6670,5640,5340,4880,5440,5190,6490,6610,6890,7770,8000,7815.506141,8199.662609,8442.605567,8680.174996
Paraguay,PRY,2500,2480,3110,3320,3940,4500,4200,4490,4650,4570,3810,3990,4240,4460,4570,4330,4480,4550,4790,5190,5520,5560,5840,5840,6150,6390,6660,6720,6851.849184,6868.924544,7007.214515,7159.564271
Peru,PER,25300,27100,26700,35100,31000,31100,35800,38700,34200,32800,34400,31900,31600,32100,40300,44800,40600,45800,44000,54100,60200,51800,56200,58300,62500,67700,71300,68000,75408.79342,79809.72563,83344.01879,86470.38913
Philippines,PHL,43100,45200,50100,50800,56000,61800,63300,72300,70100,70300,74500,72600,73000,72800,75400,75900,69100,73500,80000,78600,85900,86800,92000,99000,105000,115000,125000,134000,146942.7346,157741.4787,170925.4025,185944.4855
Poland,POL,385000,381000,371000,371000,366000,369000,382000,374000,344000,335000,324000,320000,313000,326000,328000,327000,340000,340000,333000,319000,338000,337000,330000,325000,312000,315000,326000,339000,338233.7525,342012.6686,343586.3367,344298.6422
Portugal,PRT,46400,48200,52400,50900,51700,55700,53000,56000,60500,68100,66900,66400,70300,65100,67900,70200,65500,63000,60600,57700,53600,52400,50500,48800,48600,52800,51000,55300,56098.9282,57228.0666,58038.66891,58782.47451
Qatar,QAT,13700,19400,28900,32500,32400,33800,34300,40500,35800,35000,38400,45400,44900,45600,47400,56000,68600,68400,69700,75100,79400,88100,105000,93100,116000,130000,130000,133000,133964.4417,137052.2598,139370.7284,141679.0798
South Korea,KOR,268000,288000,306000,341000,362000,390000,423000,449000,382000,414000,448000,464000,485000,494000,500000,508000,511000,530000,544000,549000,600000,633000,637000,646000,639000,652000,659000,673000,685432.7857,688062.743,693059.3947,702594.9133
Moldova,MDA,37100,33200,26000,18300,15200,12100,11900,10800,9260,7730,6950,7560,7240,7910,8650,8920,8230,8740,9300,9660,9990,10300,9830,8880,9490,9880,9940,9970,10302.49636,10442.62416,10627.45354,10823.23503
Romania,ROU,171000,141000,133000,126000,125000,129000,132000,126000,111000,92600,97100,103000,104000,107000,106000,104000,107000,109000,107000,88500,84700,90600,87300,77800,78200,78400,76400,75600,80001.87287,79095.98913,77746.45457,75898.36467
Russia,RUS,2560000,2440000,2010000,1900000,1670000,1640000,1610000,1510000,1490000,1520000,1500000,1530000,1520000,1550000,1570000,1580000,1630000,1630000,1650000,1550000,1640000,1690000,1710000,1640000,1640000,1650000,1640000,1670000,1657106.676,1657668.397,1662224.696,1667814.038
Rwanda,RWA,556,504,506,508,490,482,498,513,504,530,546,545,548,537,544,545,545,568,558,585,601,673,743,807,852,918,973,1030,1166.045661,1294.101462,1445.207549,1616.641349
Samoa,WSM,104,107,111,111,115,118,126,129,133,137,144,148,148,155,152,163,166,174,181,188,188,203,199,199,223,233,264,273,274.6200645,292.4829447,311.3654206,328.3860261
San Marino,SMR,185,190,191,190,190,204,204,209,217,221,228,229,232,241,245,246,248,246,240,217,222,219,206,186,173,197,193,190,193.5441753,193.0056299,192.9061297,192.604089
Sao Tome and Principe,STP,50.4,50.4,50.5,50.5,50.6,50.6,50.7,50.8,50.8,50.9,50.9,54.7,62.1,69.5,77,80.7,88.1,88.2,88.3,95.7,103,107,118,118,118,135,139,140,145.8155663,151.1974082,156.5219262,161.803064
Saudi Arabia,SAU,140000,201000,219000,244000,244000,192000,214000,182000,177000,194000,255000,260000,286000,290000,348000,352000,383000,350000,391000,421000,468000,447000,497000,481000,533000,548000,557000,547000,593303.9022,613244.6931,633867.452,654220.7147
Senegal,SEN,3210,3450,3500,3620,3910,3500,3740,3270,3430,3710,3920,4270,4480,4900,5080,5630,4510,4920,4840,4300,7380,7910,7460,7950,8340,8400,8870,9240,9143.824851,9361.372338,9470.960776,9522.995057
Serbia,SRB,58900,37500,45400,39500,38400,40200,47300,50900,53500,36900,41100,44000,47000,49900,54600,51600,55500,53700,53300,46900,47100,50700,45200,46000,38600,49000,51300,52300,47275.32804,47957.28102,48992.31821,50125.53669
Seychelles,SYC,172,194,194,206,224,221,257,364,456,533,595,658,563,574,762,714,758,667,718,550,469,367,466,430,522,461,445,429,355.4651603,332.2159305,309.2304359,274.3768603
Sierra Leone,SLE,508,566,468,467,533,420,493,464,435,388,447,591,629,678,668,574,762,671,694,683,756,929,1060,1220,1330,1190,1270,1330,1303.98285,1364.240673,1420.130041,1475.818696
Singapore,SGP,22000,22400,23900,25200,30100,24200,29700,37500,34100,38300,40900,41800,40700,28800,27300,29500,30500,22100,35500,51800,52000,52400,54000,79500,80800,85600,91600,96500,78999.82118,74952.53694,71736.12121,69549.40401
Slovakia,SVK,61600,53400,49000,46500,43900,44300,44200,44300,44100,43200,41300,43400,42100,42400,42900,42900,42700,41100,41400,37700,38500,38100,36000,35600,33700,34500,34900,36000,32571.50286,31710.56852,30864.14469,30028.42861
Slovenia,SVN,16800,15500,16100,16100,16500,16200,16900,17000,16700,16000,16100,17000,17100,16900,17300,17600,17800,17900,18800,16900,17000,17000,16400,15800,14100,14200,15000,14800,15666.97686,15754.03757,15893.43728,16002.13891
Somalia,SOM,756,732,705,664,653,612,592,564,538,517,507,530,615,623,625,626,627,642,636,632,647,640,642,646,646,675,667,709,701.7643881,711.6624896,721.3269568,730.7577899
South Africa,ZAF,300000,310000,287000,306000,325000,346000,351000,373000,368000,366000,368000,367000,380000,403000,421000,415000,423000,450000,450000,441000,447000,462000,443000,456000,458000,447000,449000,439000,440753.1433,435897.0825,431362.8692,427050.6001
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,236000,246000,253000,245000,257000,271000,259000,272000,281000,305000,317000,317000,337000,343000,359000,373000,363000,372000,340000,300000,287000,288000,283000,255000,258000,274000,263000,278000,298613.198,303934.4245,307154.7529,309532.5955
Sri Lanka,LKA,4140,4460,5450,5340,5790,6150,7320,7850,8100,8920,10500,10700,11300,11300,12600,12400,12300,12600,12600,13600,13700,15600,16600,16000,19000,23600,26700,28500,32077.91717,35451.66607,39154.7687,43130.88233
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,1830,2110,2130,2100,2090,2120,2140,2170,2160,2140,2230,2370,1570,1540,1560,1600,1750,1760,1940,2000,2400,1970,2250,1910,1980,2340,2460,2480,2559.144858,2601.477618,2647.979923,2786.30418
Swaziland,SWZ,432,332,270,138,489,460,346,1210,1220,1240,1190,1150,1130,1050,1040,1020,1020,1070,1100,1050,1050,1050,1220,1090,1210,1240,1270,1350,1350,1350,1350,1350
Sweden,SWE,59700,59700,59500,59400,61900,61500,65400,60400,61100,58300,57100,58500,59100,59200,58400,56000,57500,56000,54000,49800,55900,51300,48600,47600,46100,45300,45000,44300,42540.21859,41024.88195,39670.35611,38587.33457
Switzerland,CHE,44200,46100,46000,43600,42700,43400,44100,43000,44600,44400,43600,45100,43500,44600,45200,45800,45400,43400,44700,43500,45000,41000,42200,43200,39200,38700,39200,38200,37727.62069,37774.6912,36938.94227,35998.17032
Syria,SYR,37600,42500,43100,45800,46800,41800,43000,41100,50500,52500,51200,48800,39200,54400,51200,50700,53600,66500,67600,62600,61800,57200,44700,36800,31100,47400,45700,45400,44446.87373,44570.28581,44693.69789,44817.10998
Taiwan,TWN,128000,139000,150000,161000,168000,179000,188000,203000,206000,213000,225000,234000,243000,252000,267000,265000,274000,284000,268000,255000,279000,278000,270000,270000,274000,272000,280000,293000,293000,293000,293000,293000
Tajikistan,TJK,17800,17400,14300,12000,6860,4840,3370,3500,2660,2750,2680,2900,2750,2920,3450,2800,3620,2680,2670,2140,2040,1810,2100,2570,3540,3100,3110,3070,3976.456359,4037.13219,4193.839699,4274.408128
Thailand,THA,92500,102000,112000,127000,141000,163000,182000,188000,168000,180000,185000,198000,212000,229000,248000,252000,257000,258000,259000,274000,289000,286000,304000,308000,325000,334000,343000,348000,359354.0165,367608.503,376167.9994,385730.1817
TFYR Macedonia,MKD,10100,9410,8840,9240,8950,9140,8850,9610,10300,9940,9580,9710,10100,9350,9110,9890,8950,9470,9520,9610,9710,9790,9890,8980,8490,8130,8050,8570,8570,8570,8570,8570
Togo,TGO,699,736,866,801,967,1300,1550,1170,1370,1990,1550,1460,1630,2120,2040,2020,1840,1710,1850,3100,2910,2800,2520,2620,2820,3600,3800,3950,4017.70286,4228.691819,4455.610222,4696.349731
Trinidad and Tobago,TTO,21000,21300,23400,21900,22200,21900,26100,23900,26300,30900,32300,35700,38600,42600,45700,54600,59700,62700,61400,61700,66200,65000,61000,66800,67300,67300,66900,66100,66664.81792,67381.21729,68664.79227,70596.85037
Tunisia,TUN,13300,15600,15100,16600,16000,15700,16800,17000,18000,18400,20000,20800,20800,21100,22100,22500,22800,23900,24600,24600,27300,25800,26600,27100,28100,24500,23500,24700,25356.76814,25219.44833,25461.46351,25936.94432
Turkey,TUR,157000,162000,168000,174000,171000,184000,202000,215000,216000,211000,233000,216000,223000,239000,248000,267000,286000,315000,313000,318000,316000,342000,356000,348000,364000,384000,404000,428000,425122.3719,427888.1825,437635.0474,447798.4923
Turkmenistan,TKM,19600,19600,15300,13300,16400,17700,18000,18500,21000,26300,27000,26500,27500,29800,29600,31900,34100,37800,39900,35800,41100,44500,47000,48500,49800,58000,56300,58600,60390.60023,67206.76987,68552.41813,69917.04454
Former USSR,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,815,837,846,841,771,999,1110,1150,1310,1360,1480,1550,1600,1640,1780,2200,2570,2920,3160,3350,3870,4180,3960,4760,5110,5210,5490,5710,6279.492043,6726.794768,7332.838292,7907.952016
Ukraine,UKR,742000,669000,623000,545000,445000,427000,376000,366000,357000,328000,318000,331000,320000,321000,330000,335000,347000,354000,340000,291000,308000,322000,318000,307000,266000,231000,240000,228000,231414.581,231050.5118,230891.2091,231133.5183
UAE,ARE,46400,50800,51800,58500,64600,63500,53300,55300,76100,74200,105000,101000,89800,117000,130000,139000,142000,150000,168000,174000,161000,162000,168000,160000,191000,206000,213000,208000,212570.8815,215763.2613,221426.3271,227811.6489
UK,GBR,613000,620000,604000,590000,586000,578000,599000,573000,577000,570000,576000,584000,567000,578000,580000,577000,575000,568000,553000,502000,520000,477000,496000,485000,446000,430000,407000,395000,401259.4973,390244.7829,382743.9396,377733.4319
Tanzania,TZA,2380,2510,2420,2710,2550,3630,3540,2980,2630,2600,2720,3180,3630,3850,4410,5540,6060,5900,6120,5880,7040,8040,9430,11100,11500,11100,11600,12200,13049.92376,14118.4656,14977.27683,15712.30002
USA,USA,5250000,5200000,5310000,5420000,5520000,5580000,5760000,5830000,5880000,5950000,6110000,6020000,6050000,6100000,6210000,6230000,6150000,6220000,6010000,5570000,5780000,5650000,5450000,5590000,5640000,5480000,5360000,5320000,5396779.66,5354250.525,5280268.72,5181614.645
Uruguay,URY,4250,4830,5470,4740,4340,4860,5780,5890,6050,7070,5520,5030,4470,4420,5600,5740,6570,5910,8030,7990,6370,7740,8870,7650,6780,8450,8850,8940,8377.812197,8233.978431,8337.486121,8534.421281
Uzbekistan,UZB,115000,115000,108000,109000,104000,104000,108000,106000,103000,107000,112000,112000,116000,112000,109000,106000,109000,108000,118000,111000,106000,109000,109000,99100,101000,97000,97500,101000,96230.12255,94586.94687,92459.21145,90108.50994
Vanuatu,VUT,68,68.1,64.5,64.5,64.6,68.3,86.7,86.8,83.1,86.8,86.9,90.6,87,87.1,61.4,61.5,50.5,102,98.3,124,124,135,117,109,157,164,186,192,195.977417,220.0543163,234.5842107,257.5063563
Venezuela,VEN,126000,119000,110000,128000,134000,139000,128000,139000,172000,178000,157000,179000,199000,198000,159000,172000,177000,168000,187000,187000,196000,184000,206000,192000,194000,184000,175000,169000,140611.4097,113063.7684,81436.52274,57168.24173
Viet Nam,VNM,21600,21900,22100,23700,27000,30300,36300,46800,50500,51400,58200,65600,75900,84000,96600,104000,109000,111000,124000,135000,149000,160000,152000,159000,179000,206000,222000,224000,247272.2611,264745.8892,283296.5434,302977.5812
Yemen,YEM,9840,9450,10200,8940,10200,11400,12000,15200,14100,16400,17700,18600,17400,18800,19700,20700,21900,21900,22400,24200,22500,21000,23500,32400,29000,25900,25100,25000,27149.85111,28479.28888,29762.47822,32127.39904
Zambia,ZMB,2450,2430,2480,2530,2440,2180,1880,2390,2320,1820,1830,1930,2000,2120,2140,2280,2280,1910,2150,2450,2610,2840,3520,3800,4300,4420,4610,4840,5435.618113,5836.680812,6253.705024,6692.779244
Zimbabwe,ZWE,15600,16000,16900,15500,17400,17500,18700,19600,21100,26300,25400,21800,19600,16400,13400,13600,11400,10700,8400,6000,8390,10200,8310,12100,12400,12900,12800,13600,12415.82792,10865.91054,11001.36009,11164.43278
Rest of World,ROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
